document_id,dominant_profile,profile_probability
508,2,0.8316326896637397
509,3,0.3889088351288101
510,2,0.5386781478178915
511,0,0.7900468512244616
512,4,0.592474520439818
513,2,0.5821365519277587
514,1,0.5813505900399847
515,1,0.5813505900399847
516,1,0.796407469458345
517,1,0.796407469458345
518,1,0.796407469458345
519,2,0.7553025497012851
520,4,0.6905577686781486
521,0,0.4994732644621416
522,1,0.5803502681869599
523,4,0.7219698667818186
524,4,0.9162211481279219
525,2,0.8319220895402697
526,2,0.8319220895402697
527,0,0.5823888724137787
528,0,0.9303575076619358
529,0,0.597688070676687
530,3,0.5804057827051716
531,1,0.41685875366378883
532,0,0.5833332962102067
533,0,0.66323336121615
534,0,0.5833332962102067
535,0,0.6876774581634428
536,0,0.8805419921863187
537,0,0.8830622024672344
538,0,0.8830622024672344
539,0,0.5035992448974886
540,0,0.6574415328503401
541,0,0.7905820349020358
542,0,0.5813301534666552
543,0,0.7104174771914917
544,0,0.16666666666666669
545,0,0.16666666666666669
546,0,0.7915213523432223
547,0,0.8320635028364953
548,2,0.5817559864142848
549,0,0.906917410955764
550,0,0.9071570993281767
551,0,0.581477462236271
552,3,0.788982523674523
553,0,0.720394040336813
554,2,0.6467022097706262
555,0,0.532888539853755
556,0,0.7679202785205556
557,0,0.8955684125360479
558,2,0.5817559864142848
559,0,0.7208244854884136
560,0,0.46567947836074497
561,4,0.7154132453447053
562,1,0.8330346693286586
563,1,0.8324325486758419
564,0,0.8322956933572367
565,1,0.7204592462163338
566,1,0.7204592462163338
567,0,0.7222221392368378
568,0,0.8602076232052712
569,0,0.9161934231452212
570,2,0.7741713647569115
571,0,0.16666666666666669
572,0,0.906736785663837
573,0,0.46567947836074497
574,0,0.8323935939689502
575,0,0.16666666666666669
576,0,0.16666666666666669
577,0,0.16666666666666669
578,0,0.16666666666666669
579,0,0.16666666666666669
580,0,0.16666666666666669
581,2,0.7205723552146533
582,3,0.5804057827051716
583,0,0.16666666666666669
584,0,0.16666666666666669
585,0,0.5823888724137787
586,2,0.5817559864142848
587,0,0.16666666666666669
588,2,0.7214826320654819
589,2,0.7206126374184659
590,2,0.8609960821495646
591,1,0.8603709610730309
592,0,0.7214114764747872
593,1,0.8603709610730309
594,1,0.8323588101869417
595,1,0.880125419110479
596,0,0.16666666666666669
597,1,0.5813505900399847
598,0,0.16666666666666669
599,0,0.16666666666666669
600,0,0.8606118361060785
601,1,0.7906633566817403
602,1,0.5813505900399847
603,1,0.8316284952600828
604,0,0.16666666666666669
605,1,0.7204592462163338
606,0,0.7213302200665315
607,1,0.7171269039855858
608,2,0.41827516603868475
609,0,0.8327097136595037
610,1,0.5819385378185896
611,1,0.6498607761361147
612,0,0.8954847154675819
613,1,0.7908401234140501
614,1,0.832071156478984
615,0,0.16666666666666669
616,0,0.16666666666666669
617,0,0.16666666666666669
618,2,0.5817559864142848
619,1,0.8326253422223485
620,0,0.16666666666666669
621,1,0.7915421840486525
622,1,0.8801169049386417
623,0,0.16666666666666669
624,0,0.16666666666666669
625,0,0.16666666666666669
626,2,0.5821365519277587
627,1,0.49316321302707467
628,0,0.16666666666666669
629,0,0.16666666666666669
630,2,0.5817559864142848
631,0,0.16666666666666669
632,0,0.16666666666666669
633,0,0.7208400185054646
634,0,0.16666666666666669
635,1,0.7212716241870283
636,1,0.5765329436964681
637,1,0.7212716241870283
638,0,0.16666666666666669
639,0,0.16666666666666669
640,1,0.8325241416148776
641,0,0.16666666666666669
642,2,0.5821365519277587
643,2,0.5817559864142848
644,2,0.5821365519277587
645,1,0.5813505900399847
646,1,0.7898710919906766
647,0,0.16666666666666669
648,2,0.5821365519277587
649,0,0.16666666666666669
650,0,0.16666666666666669
651,0,0.16666666666666669
652,1,0.8331587714097306
653,0,0.16666666666666669
654,0,0.16666666666666669
655,5,0.5791985276837445
656,0,0.16666666666666669
657,3,0.7222221779307461
658,0,0.16666666666666669
659,1,0.5813505900399847
660,1,0.5813505900399847
661,1,0.7906633566817403
662,0,0.582891060784378
663,1,0.8329553529810813
664,1,0.8329553529810813
665,1,0.7208577791751458
666,0,0.16666666666666669
667,1,0.7212716241870283
668,2,0.4695269623497545
669,0,0.16666666666666669
670,2,0.5821365519277587
671,2,0.8604510380277193
672,0,0.16666666666666669
673,0,0.16666666666666669
674,1,0.5109347509657614
675,1,0.46741523169962435
676,0,0.16666666666666669
677,1,0.7212716241870283
678,1,0.5803502681869599
679,0,0.16666666666666669
680,3,0.7222221779307461
681,0,0.16666666666666669
682,0,0.16666666666666669
683,1,0.5803502681869599
684,0,0.16666666666666669
685,0,0.16666666666666669
686,0,0.16666666666666669
687,1,0.8955549179508737
688,1,0.720597287091513
689,2,0.5821365519277587
690,2,0.5817559864142848
691,1,0.7915421840486525
692,0,0.16666666666666669
693,0,0.7192653430368235
694,1,0.5803502681869599
695,0,0.8607898769314574
696,0,0.16666666666666669
697,0,0.16666666666666669
698,1,0.5813505900399847
699,0,0.16666666666666669
700,1,0.720597287091513
701,0,0.793822091076237
702,5,0.38889770592667344
703,2,0.7902436616199041
704,1,0.6205924600138457
705,1,0.5933222227979736
706,1,0.790836474373305
707,0,0.16666666666666669
708,0,0.8607946479281255
709,0,0.16666666666666669
710,3,0.7222221779307461
711,0,0.16666666666666669
712,0,0.16666666666666669
713,0,0.16666666666666669
714,0,0.16666666666666669
715,0,0.16666666666666669
716,0,0.16666666666666669
717,0,0.16666666666666669
718,0,0.16666666666666669
719,0,0.16666666666666669
720,0,0.16666666666666669
721,0,0.16666666666666669
722,2,0.5152972478515416
723,0,0.7913986231901338
724,1,0.8604239649386891
725,1,0.5951171664220641
726,2,0.5821365519277587
727,1,0.6989967589787147
728,4,0.7437551930063302
729,2,0.831438610783709
730,2,0.4438988994487833
731,0,0.16666666666666669
732,0,0.16666666666666669
733,3,0.441659541536847
734,1,0.6697837728272734
735,1,0.8605294138181444
736,1,0.7915421840486525
737,1,0.5813505900399847
738,0,0.16666666666666669
739,0,0.8953042971945733
740,1,0.8605365672509105
741,0,0.16666666666666669
742,0,0.880591011206623
743,1,0.5088020784159639
744,1,0.8326213172558528
745,1,0.8464212210236862
746,0,0.16666666666666669
747,2,0.6332405566683512
748,1,0.8326213172558528
749,2,0.7232730848548866
750,0,0.8616881739963308
751,4,0.40700643062979697
752,0,0.8802810038170596
753,3,0.5804057827051716
754,1,0.8955143614201297
755,4,0.35697548781688493
756,0,0.8953994541249644
757,4,0.950248484084385
758,4,0.49426487073143527
759,0,0.57414605269035
760,5,0.41860482956992723
761,2,0.71993167124655
762,4,0.6402691184311942
763,1,0.46704630530864266
764,4,0.7916611503849728
765,0,0.5439102461809464
766,0,0.7208858059693267
767,0,0.5827146396957495
768,4,0.5857008725294098
769,0,0.7902493277733638
770,3,0.46136434716926394
771,0,0.7905438884720246
772,4,0.7449507424733005
773,1,0.8607667002019788
774,0,0.5821304194224862
775,3,0.5102516685516002
776,1,0.4838867120543432
777,3,0.4137954065972483
778,2,0.5334600610181207
779,3,0.5285177138483841
780,2,0.4569060623673573
781,2,0.5908219082831725
782,2,0.4569060623673573
783,2,0.5449314955102146
784,0,0.859498835843327
785,1,0.4894466090377598
786,0,0.16666666666666669
787,1,0.6777684002874796
788,1,0.6777684002874796
789,4,0.9162304667309263
790,2,0.6138526241862762
791,3,0.9066021611213575
792,2,0.6707858305958768
793,1,0.8602508656512282
794,1,0.8331587714097306
795,1,0.8602508656512282
796,0,0.8031218359970546
797,0,0.7170920729939535
798,1,0.8598329140494971
799,1,0.8949138539203013
800,2,0.5381122862686915
801,3,0.30702351060289207
802,0,0.7208833284112214
803,0,0.8801395130989168
804,0,0.5713428697640511
805,4,0.4278978809423794
806,0,0.6046303741793302
807,2,0.9068938878832019
808,4,0.572299907888296
809,4,0.5125059721178223
810,1,0.8326376519792014
811,0,0.46585710372367417
812,1,0.7880328191773894
813,1,0.45458295354702766
814,4,0.663306368613128
815,0,0.8951024015033662
816,0,0.6807423119307057
817,1,0.734449620181711
818,2,0.529213598752019
819,0,0.790745290677905
820,2,0.5039496408558356
821,0,0.7270184430016818
822,1,0.7895806942246656
823,3,0.5202002697092476
824,1,0.8799995545931212
825,1,0.5590596432833475
826,4,0.947267378881547
827,0,0.4348045283426313
828,3,0.8599308790033264
829,0,0.5827146396957495
830,0,0.5827146396957495
831,4,0.5125059721178223
832,0,0.5827146396957495
833,0,0.6211352903407247
834,2,0.7900679753191217
835,2,0.5761256818775733
836,2,0.5821365519277587
837,4,0.9236307449310576
838,4,0.5589585068600452
839,4,0.5433691484355525
840,2,0.37194524120881095
841,1,0.36111956847486915
842,4,0.45784662617655336
843,3,0.39207434804128094
844,0,0.7290844034016002
845,0,0.9068560585568549
846,0,0.38962052727543134
847,0,0.7518748861992071
848,0,0.16666666666666669
849,1,0.8603747825871143
850,2,0.37257408054710106
851,0,0.880552718536232
852,0,0.5803606791244782
853,5,0.48750609646312726
854,4,0.504725349938361
855,0,0.16666666666666669
856,5,0.5791985276837445
857,4,0.5556263385023078
858,1,0.5572938526475332
859,1,0.8603935712151092
860,4,0.7203977683971405
861,4,0.7203977683971405
862,1,0.37206272366396936
863,3,0.5025896300050916
864,1,0.8955371846549502
865,2,0.41332549936748
866,3,0.42844932157774346
867,4,0.7383458601398919
868,2,0.7326088968104232
869,1,0.7211308416294272
870,0,0.5002771302532723
871,2,0.5427062656224011
872,1,0.8324316612079555
873,0,0.9302885397221174
874,1,0.7199850538025923
875,1,0.7446284038300223
876,2,0.43338807843310073
877,2,0.7907120409172322
878,0,0.581477462236271
879,3,0.7232518651132656
880,4,0.5128224373158832
881,1,0.46023026816678764
882,1,0.8806151965516138
883,1,0.8327559023467032
884,1,0.8605710373426173
885,0,0.879622813221399
886,0,0.7947341511368314
887,5,0.43151585011856625
888,4,0.565405917574643
889,4,0.43381449718547793
890,5,0.38162062490783
891,1,0.6854324649288693
892,4,0.3787070693740137
893,1,0.4484146997980622
894,4,0.8811062479833116
895,4,0.4690849835630664
896,4,0.9476837776687601
897,4,0.6494823533873932
898,4,0.9476837776687601
899,4,0.7445475696978804
900,4,0.6087814911943135
901,4,0.4690849835630664
902,4,0.47950230143197076
903,4,0.5337328235822362
904,4,0.49307366120307866
905,4,0.7527350326758091
906,2,0.6324993146523186
907,4,0.7023220091455411
908,4,0.5308716756918704
909,0,0.8949672577584317
910,0,0.6498497487227434
911,4,0.41611957319141674
912,2,0.3820025766660087
913,4,0.5057045054784983
914,4,0.801809428721252
915,4,0.5168827715957994
916,4,0.6200745700548508
917,4,0.8686146740841565
918,4,0.7549530531236367
919,4,0.7375431872112086
920,4,0.7890452689426788
921,1,0.550435976872038
922,0,0.4841556918586986
923,0,0.894586419480029
924,4,0.9304438444157623
925,2,0.44473022871085155
926,2,0.5522377993830895
927,4,0.5288497034747537
928,2,0.3742435234610905
929,4,0.9618474396325856
930,0,0.8944459346421768
931,3,0.4052928422001739
932,2,0.6738617819446682
933,0,0.7899570942936143
934,2,0.5614325052496268
935,2,0.4774583603404189
936,1,0.4501493434198064
937,4,0.5330101926281701
938,3,0.32334298591513805
939,1,0.4454373145252289
940,4,0.9442053872451025
941,4,0.7099305667899967
942,4,0.7099305667899967
943,4,0.7099305667899967
944,4,0.7099305667899967
945,0,0.7356660827926162
946,0,0.6891392075916383
947,4,0.8316462292659207
948,1,0.8953233277134047
949,1,0.6190961938176631
950,2,0.4373052531815175
951,2,0.3954260279848985
952,2,0.6035369891730875
953,1,0.77073105381069
954,2,0.582187212925743
955,2,0.906533869183098
956,1,0.895453002741525
957,4,0.7220362568492239
958,1,0.6165971770243139
959,0,0.42212673396252126
960,1,0.323249411474018
961,2,0.45068465960027526
962,2,0.7205270349187259
963,4,0.4188775660144911
964,2,0.5818114042080578
965,0,0.5823888724137787
966,1,0.8331587714097306
967,2,0.8608592804485901
968,4,0.5038503526614131
969,4,0.9238148010017966
970,4,0.94760478020436
971,2,0.7516309247864376
972,0,0.789921672265543
973,2,0.6141729564144459
974,1,0.7466490832201406
975,2,0.7903404813667988
976,4,0.7895663049003939
977,0,0.6207840808178403
978,2,0.5129131122920175
979,4,0.9238148010017966
980,3,0.46154750225759056
981,2,0.7903404813667988
982,4,0.4965095084181845
983,2,0.5557448272944968
984,2,0.6383191357729594
985,2,0.5782528271815228
986,2,0.4587313250410571
987,2,0.9236144230847568
988,1,0.620568437323676
989,2,0.6571164126717932
990,2,0.5583790999279884
991,2,0.9240834299188425
992,2,0.9239237925162417
993,4,0.752383590642018
994,2,0.719214742109787
995,1,0.6939907312341339
996,2,0.9240834299188425
997,2,0.9240834299188425
998,2,0.9240834299188425
999,2,0.7362883004187742
1000,0,0.16666666666666669
1001,1,0.6900503456050844
1002,0,0.8329854150441632
1003,0,0.5199205877645975
1004,0,0.5813301534666552
1005,2,0.7902896141527112
1006,1,0.8604588355511539
1007,3,0.43334490678971815
1008,1,0.7901271774478207
1009,1,0.8602761890654876
1010,0,0.7213701060450295
1011,0,0.6175725928770482
1012,1,0.7212716241870283
1013,1,0.7204592462163338
1014,1,0.7212716241870283
1015,1,0.7906633566817403
1016,1,0.5819385378185896
1017,4,0.9064608169576652
1018,4,0.6310610228878124
1019,2,0.5808161019652224
1020,0,0.789865075431159
1021,2,0.6525305938035292
1022,0,0.5052886972972049
1023,4,0.4348398174994215
1024,4,0.8946987477967917
1025,5,0.6691095817155294
1026,5,0.5258856398031204
1027,4,0.9508758195178576
1028,5,0.4295327967569674
1029,3,0.5379896275718115
1030,1,0.44686300355102726
1031,0,0.536900449457905
1032,4,0.7798281876453039
1033,4,0.7670106621589858
1034,4,0.7538981743947402
1035,4,0.8321308963693804
1036,0,0.8802422634941346
1037,4,0.7947032652373759
1038,0,0.5813301534666552
1039,0,0.5813301534666552
1040,0,0.6384949465424901
1041,0,0.6384949465424901
1042,5,0.8296641387614805
1043,0,0.8802422634941346
1044,4,0.7947032652373759
1045,0,0.6384949465424901
1046,3,0.49446882409693704
1047,3,0.5833330793477065
1048,4,0.6767717184732568
1049,4,0.9153010549339158
1050,4,0.6791492424501085
1051,4,0.6167002757091471
1052,4,0.7340134539201316
1053,4,0.46539443004308456
1054,4,0.7353833926963249
1055,4,0.6826153592979528
1056,1,0.8608493221485698
1057,1,0.4682121440295115
1058,0,0.4699529942578631
1059,4,0.7482785694557065
1060,4,0.45147893054461513
1061,2,0.5982507276878448
1062,2,0.41712621449702414
1063,2,0.7653818827758548
1064,2,0.7822832907338455
1065,2,0.5740426996697379
1066,4,0.44250867254967224
1067,5,0.47367157602349375
1068,1,0.5896134571015352
1069,0,0.9162622225648945
1070,4,0.6009644930955571
1071,4,0.8142561564978588
1072,1,0.4803769728183208
1073,4,0.4614729111845528
1074,1,0.4470360343529821
